vehicle_type,make,model,version,fuel,year,kms,power,doors,shift,color,photos,description,price,currency,location,publish_date,update_date,dealer_name,dealer_description,dealer_address,dealer_zip_code,dealer_city,dealer_country_code,dealer_is_professional,dealer_website,dealer_registered_at,date
car,Lexus,NX,2.5 300h Corporate 2WD + Navibox,,2016,92154.0,197.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Estepona, C. Einstein, 9, 29680 Estepona, Málaga. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 23.990 €. *** Precio financiado: 20.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Villarreal, Vigo, Xátiva,",20990,EUR,Algeciras,2023-02-05,2023-02-05,FLEXICAR L.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Recinto Ferial de Algeciras, Calle Francisco Riera, Urbanización Parque Bolonia, Algeciras, Campo de Gibraltar, Cádiz, Andalucía, 11203, España",11202.0,Algeciras,ES,True,www.flexicar.es,2022-08-02,2023-02-06
car,Lexus,NX,2.5 300h Corporate 2WD + Navibox,,2016,92154.0,197.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Estepona, C. Einstein, 9, 29680 Estepona, Málaga. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 23.990 €. *** Precio financiado: 20.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Villarreal, Vigo, Xátiva,",20990,EUR,Marbella,2023-02-05,2023-02-05,FLEXICAR M.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Avenida de Ramón y Cajal, Barrio Nuevo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29601, España",29600.0,Marbella,ES,True,www.flexicar.es,2022-07-26,2023-02-06
car,Lexus,NX,300h 2.5 197 Executive 4WD 5p CVT,Gasolina,2016,65005.0,197.0,,automatic,,10,"AUTOADA, vehiculos revisados y con garantia 
EXECUTIVE 4X4, HYBRIDO autorecragable, navegacion GPS,camara trasera,tapiceria cuero, volante multifuncion,
Gastos gestoria no incluidos en el precio. 12 meses garantia contractual. 100% financiacion consulta condiciones .Este anuncio y el precio sera valido salvo error tipografico Este anuncio no es vinculante se muestra a titulo informativo no contractual.",28750,EUR,Palafrugell,2023-02-03,2023-02-04,  AUTOADA ..," AUTOADA.
Concessionari multimarca,venda de vehicles nous,seminous,km0,ocasiò.
Vehicles garantitzats ,servei post venta.
Tallers autoada. c/ industria sn.Palafrugell.
","Carrer de Lleida, Palafrugell, Baix Empordà, Girona, Catalunya, 17200, España",17200.0,Palafrugell,ES,True,WWW.TALLERSAUTOADA.COM,2022-01-20,2023-02-06
car,Lexus,NX,300h F Sport 4WD 145 kW (197 CV),Eléctrico,2018,62000.0,197.0,,automatic,,10,,33100,EUR,Parla,2023-01-27,2023-02-06,Dream C.,Más de 15 años de experiencia en el sector para ayudarte a encontrar el coche de tus sueños. 683174510,"CEIP Madre Teresa de Calcuta, 143, Calle Jaime I El Conquistador, Parla Este, Parla, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28983, España",28980.0,Parla,ES,True,https://dreamcar.es/,2019-04-15,2023-02-06
car,Lexus,NX,2.5 300h Business 2WD,,2017,95385.0,197.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Arrigorriaga, Lugar Barrio Barrondo, 7A, 48480, Vizcaya, Vizcaya. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 26.990 €. *** Precio financiado: 24.490 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Valladolid, Villarrea",24490,EUR,Donostia-San Sebastián,2023-01-22,2023-02-03,FLEXICAR I.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Sagrado Corazón - Mundaiz Ikastetxea, Mundaiz kalea, Mundaitz, Egia, Donostia - San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20006, España",20006.0,Donostia-San Sebastián,ES,True,www.flexicar.es,2022-08-02,2023-02-06
car,Lexus,NX,300h Executive 4WD + Navibox 145 kW (197 CV),Eléctrico,2017,54466.0,197.0,,automatic,,10,"El precio financiado está sujeto a condiciones de financiación de las entidades colaboradoras, consulte en cualquiera de nuestros concesionarios. Aprovecha el plan renove de Yamovil. Este coche de segunda mano Todo Terreno / Pick-up de combustible Híbrido Electro/Gasolina, tiene un consumo urbano de 5.3l., consumo en carretera de 5.1l., y consumo combinado de 5.2l., tiene una potencia de / 197 CV y una cilindrada de 2494 cc. Emisiones CO2 de121 (gr/km). Tipo de emisiones EU6. Dispone de 5 plazas , contando además con Navegador, Start/Stop automático, Luz diurna, Control de velocidad, Volante multifunción, Bluetooth, Llantas de aleación, Llantas de aleación de 18, Baca, Ordenador, Alarma, Faros antiniebla, Aire Acondicionado, Climatizador, Airbag, Airbag para el acompañante, Airbag para el conductor, Airbags laterales, Frenos ABS antibloqueo, ESP, Dirección asistida, Elevalunas eléctrico, Cierre centralizado, CD, Reposabrazos central, Tapicería de piel, Servodirección, Asistente de aparcamiento, Radio con sistema de navegación, Conexión eléctrica, Asistente de arranque en pendiente, Tracción a las cuatro ruedas, Faros delanteros led, Isofix, Sensor de lluvia, Encendido automático de faros, Arranque por botón, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico. Nº de cilindros: 4, En Línea, Cubicaje: 2.494 cm3, Potencia: 145 KW, Nº de marchas: V, Velocidad máxima: 180 Km/h, Aceleración: 9.2 s., Cosumo mixto: 5.2 l/100 Km, Y calificación energética B. NO PIERDAS LA OPORTUNIDAD DE PROBARLO EN CALLE EMBAJADORES, 147 MADRID Garantía total Financiación a su medida. Aproveche esta oferta con el plan renove de Yamovil. Admitimos tu antiguo coche como parte de pago. Certificación kilometraje y ausencia golpe estructural. 15 días de prueba o 1.000 km. Para más información consulte a nuestros comerciales. Consúltenos sobre este modelo o cualquier otro, disponemos de centenares de vehículos en stock. Las fotos son totalmente reales y se corresponde con el vehícu",33450,EUR,Madrid,2022-12-29,2023-02-06,Yamovil L.,Pagina Web : https://www.yamovil.es/,"61, Calle de Tomás Bretón, Induyco, Arganzuela, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28045, España",28045.0,Madrid,ES,True,https://www.yamovil.es/,2016-08-02,2023-02-06
car,Lexus,RX,450h 3.5 299 Luxury 5p,Eléctrico,2009,187500.0,299.0,,automatic,,10,"LEXUS RX450H 249CV
VEHÍCULO NACIONAL CERTIFICADO POR LA MARCA
ÚNICO PROPIETARIO
LA MEJOR FINANCIACIÓN
PRECIO TODO INCLUIDO CONSULTAR CONDICIONES
SOLICITE PRUEBA A DOMICILIO
TRANSPORTE NACIONAL
Aceptamos tu coche como parte de pago
AUTOS-DOMINGUEZ.COM",16900,EUR,Málaga,2023-02-03,2023-02-06,AUTOS DOMÍNGUEZ M.,"CONCESIONARIO MULTIMARCA, COCHES OCASIÓN,SEMINUEVOS,KM0. ESPECIALISTAS MARCAS/MODELOS PREMIUM/DE LUJO. MEJOR PRECIO GARANTIZADO.MEJOR FINANCIACIÓN. AUDI, BMW, MINI, MERCEDES, PORSCHE, BENTLEY, MASERATI, LAND ROVER, JAGUAR, LEXUS, INFINITI, VOLVO, VW.","15, Calle La Boheme, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29006, España",29006.0,Málaga,ES,True,www.autos-dominguez.com,2019-12-04,2023-02-06
car,Lexus,RX,450h Executive 230 kW (313 CV),Eléctrico,2020,15000.0,313.0,,automatic,,10,"IVA deducible YA incluido. OCASIÓN DIMASU!!! REESTRENO!! IMPRESIONANTE RX450h, NACIONAL, un sólo dueño, KILOMETRAJE CERTIFICADO POR CONTRATO, inmejorable estado, ESTÁ CÓMO NUEVO. Tapicería de cuero, TECHO SOLAR, asientos ventilados con frío y calor, CÁMARA DE APARCAMIENTO, aistente de salida de carril y anti-colisión, NAVEGADOR, maletero eléctrico, HEAD-UP DISPLAY, lunas tintadas, ASIENTOS ELÉCTRICOS CON MEMORIA, control de velocidad, SALPICADERO EN CUERO y mucho más!!! 12 MESES DE GARANTÍA en cualquier taller de España. DAMOS LA POSIBILIDAD DE RESERVAR AL INSTANTE CUALQUIERA DE NUESTROS VEHÍCULOS SIN NECESIDAD DE HABERLO VISTO FÍSICAMENTE. Gastos de transferencia y gestoría no incluidos (395€). DISPONEMOS DE MÁS DE 250 VEHÍCULOS EN STOCK. Se acepta todo tipo de vehículos como parte de pago. FINANCIAMOS HASTA EL 100% DE LA COMPRA. --Carlos Rodríguez--.WW.DIMASUMOTOR.COM--Este anuncio tiene carácter informativo y carece de carácter contractual.",53990,EUR,Las Rozas de Madrid,2023-01-26,2023-02-03,DIMASU MOTOR,"Madrid, Compra y Venta de Coches de Ocasión, de segunda mano o seminuevos nacionales, coches alta gama Audi, BMW, Mercedes Benz y mas, tasamos y vendemos tu coche. DimasuMotor las mejores marcas a los mejores precios.","Calle Cabo Rufino Lázaro, Parque Industrial Tecnológico Európolis, Las Rozas de Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28230, España",28230.0,Las Rozas de Madrid,ES,True,,2018-05-10,2023-02-06
car,Lexus,RX,450h,Eléctrico,2016,73381.0,313.0,,automatic,,10,"GRUPO VELAZQUEZ EN JEREZ DE LA FRONTERA. Y EN LEBRIJA CONCESIONARIO OFICIAL RENAULT, DACIA Y OPEL, CON MAS DE 30 AÑOS EN EL SECTOR DEL AUTOMÓVIL.KILÓMETROS CERTIFICADOS. 12 MESES DE GARANTIA, CON POSIBILIDAD DE AMPLIACION A 24 MESES.ACEPTAMOS SU VEHÍCULO COMO PARTE DE PAGO, SE LO TASAMOS SIN COMPROMISO.PRECIO DE 43.490€ SUJETO A FINANCIACIÓN Y CON LA ENTREGA DE UN VEHÍCULO ENTRE 10 Y 15 AÑOS EN BUEN ESTADO Y CON I.T.V EN VIGOR. OFERTA HASTA FIN DE EXISTENCIAS.PRECIO CONTADO 44.990€CONTÁCTENOS Y LE INFORMAREMOS EN TODO LO QUE NECESITE...",44990,EUR,Lebrija,2022-11-30,2023-01-14,NEBRIAUTO M.,,"Plaza Huerta de los Frailes, Calle San Francisco, Lebrija, Sevilla, Andalucía, 41740, España",41740.0,Lebrija,ES,True,www.grupovelazquez.es,2022-11-30,2023-02-06
car,Lexus,RX,450h Business Plus 230 kW (313 CV),Eléctrico,2018,87629.0,313.0,,automatic,,10,"Comprar en Berrocar es señal de despreocupación: - Te garantizamos el mejor precio del mercado, sabrás que no pagas más por tu nuevo coche. - Eliges el vehículo y lo recibes en casa de 24 a 48 horas sin costes. - Tienes 15 días o 500km para probar el vehículo, si no te convence... ¡Nos lo devuelves! - Disfrutarás de nuestra Súper Garantía, clasificada entre las más completas del mercado por distintas asociaciones de talleres. - La garantía será cubierta en talleres oficiales de Automóviles Berrocar o en Red de talleres Eurorepar, con más de 800 centros por toda España que te darán cobertura los 365 dí­as del año. - Todos nuestros vehí­culos han sido revisado en más de 300 puntos por nuestros profesionales que garantizan su correcto funcionamiento. Llevamos mas de 35 años situando el vehículo de ocasión en lo más alto, ¡hoy no iba a ser menos!",43450,EUR,Sevilla,2022-11-26,2023-02-06,AUTOMÓVILES B.,"Automóviles Berrocar es un grupo empresarial especializado en la venta de vehículos de ocasión y seminuevos, donde usted encontrará una amplia gama de marcas y modelos a su completa disposición.","Avenida Fernández Murube, Santa Clara, Distrito San Pablo-Santa Justa, Sevilla, Andalucía, 41016, España",41007.0,Sevilla,ES,True,https://www.berrocar.com/,2022-11-25,2023-02-06
car,Lexus,RX,450h 3.5 V6 313 Executive Tecno 5p S/S CVT,Eléctrico,2017,56000.0,313.0,,automatic,,10,"VEHICULO PROCEDENTE DE GERENCIA. MUY POCOS KILOMETROS,MUY CUIDADO. TODOD LOS MANTENIMIENTOS HECHOS EN SERVCIO LEXUS. ITV AL DIA . CONDICIONES SUJETAS A FINANCIACIÓN: PRERCIO CONTADO 46.500 EUROS; PRECIO FINANCIADO 44.300 EUROS. GESTION CAMBIO DE NOMBRE NO INCLUIDA. GARANTIZAMOS QUE EL VEHICULO NO HA SUFRIDO NINGUN DAÑO ESTRUCTURAL. DESCUBRELO EN www. motorebre.com.",44300,EUR,Barcelona,2022-11-24,2023-02-06,MotorEbre G.,,"272, Carrer de València, la Dreta de l'Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",8007.0,Barcelona,ES,True,,2016-06-23,2023-02-06
car,Lexus,RX,450h 3.5 V6 313 Executive Tecno 5p S/S CVT,Eléctrico,2017,56000.0,313.0,,automatic,,10,"VEHICULO PROCEDENTE DE GERENCIA. MUY POCOS KILOMETROS,MUY CUIDADO. TODOD LOS MANTENIMIENTOS HECHOS EN SERVCIO LEXUS. ITV AL DIA . CONDICIONES SUJETAS A FINANCIACIÓN: PRERCIO CONTADO 45.500 EUROS; PRECIO FINANCIADO 44.300 EUROS. GESTION CAMBIO DE NOMBRE NO INCLUIDA. GARANTIZAMOS QUE EL VEHICULO NO HA SUFRIDO NINGUN DAÑO ESTRUCTURAL. DESCUBRELO EN www. motorebre.com.",44300,EUR,Amposta,2022-11-24,2023-02-06,MotorEbre S L.,"MotorEbre S.L (Concesionario Oficial Ford) es una empresa que se formó en 1935, desde entonces siempre ha estado dedicada al mundo del motor, intentando cada dia dar un mejor servicio a sus clientes y amigos.","Avinguda de Sant Jaume, Amposta, Montsià, Tarragona, Catalunya, 43870, España",43870.0,Amposta,ES,True,www.motorebre.com,2019-09-19,2023-02-06
car,Lexus,RX,400h President Híbrido 200 kW (272 CV),Eléctrico,2010,200000.0,272.0,,automatic,,10,1.- NACIONAL/EXTRAORDINARIO ESTADO/KILOMETROS CERTIFICADOS/COMPLETAMENTE NUEVO/ESPECTACULAR/SIEMPRE EN GARAJE/IMPRESIONANTE. 2.- Kilometraje real certificado mediante el libro de mantenimiento. 3.- No es un vehículo de alquiler. 4.- Garantía oficial del fabricante durante 12 meses. 5.- El vehículo se encuentra en perfecto estado tanto carrocería como mecánica. 6.- Posibilidad de probarlo en cualquier momento sin ningún compromiso. 7.- Somos una empresa especializada en vehículos seminuevos. 8.- ¡25 años en el sector nos avalan!,17990,EUR,Madrid,2022-11-09,2023-01-01,Almotor26,"1.- EMPRESA DESDE EL AÑO 1989
2.- Kilometraje real certificado mediante el libro de mantenimiento.
3.- No es un vehículo de alquiler.
4.- Garantía oficial del fabricante durante 12 meses.
5.- Precio final.","Parroquia San Romualdo, 30, Calle de Ascao, Pueblo Nuevo, Ciudad Lineal, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28017, España",28037.0,Madrid,ES,True,www.almotor26.com,2017-02-20,2023-02-06
car,Lexus,RX,400h President Híbrido 200 kW (272 CV),Eléctrico,2010,200000.0,272.0,,automatic,,10,1.- NACIONAL/EXTRAORDINARIO ESTADO/KILOMETROS CERTIFICADOS/COMPLETAMENTE NUEVO/ESPECTACULAR/SIEMPRE EN GARAJE/IMPRESIONANTE. 2.- Kilometraje real certificado mediante el libro de mantenimiento. 3.- No es un vehículo de alquiler. 4.- Garantía oficial del fabricante durante 12 meses. 5.- El vehículo se encuentra en perfecto estado tanto carrocería como mecánica. 6.- Posibilidad de probarlo en cualquier momento sin ningún compromiso. 7.- Somos una empresa especializada en vehículos seminuevos. 8.- ¡25 años en el sector nos avalan!,17990,EUR,Madrid,2022-11-09,2023-01-01,Almotor26,"1.- EMPRESA DESDE EL AÑO 1989
2.- Kilometraje real certificado mediante el libro de mantenimiento.
3.- No es un vehículo de alquiler.
4.- Garantía oficial del fabricante durante 12 meses.
5.- Precio final.","Parroquia San Romualdo, 30, Calle de Ascao, Pueblo Nuevo, Ciudad Lineal, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28017, España",28037.0,Madrid,ES,True,www.almotor26.com,2017-02-20,2023-02-06
car,Lexus,RX,450h F Sport,,2016,132000.0,313.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar San Fernando de Henares, Av. de Castilla, 19, 28830 San Fernando de Henares, Madrid. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 29.990 €. *** Precio financiado: 25.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, Va",25990,EUR,Collado Villalba,2022-11-05,2023-01-24,FLEXICAR C.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","25, Calle La Venta, Urb. Villaljosa, La Venta, La Estación, Collado Villalba, Cuenca del Guadarrama, Comunidad de Madrid, 28400, España",28400.0,Collado Villalba,ES,True,www.flexicar.es,2022-11-04,2023-02-06
car,Lexus,RX,450h Hybrid,,2013,146200.0,299.0,,automatic,,10,"OFERTAS SAN VALETÍN FLEXICAR,¡hasta un 20% de descuento! Para comprar o vender tu coche, primero en FLEXICAR.ES *** Con más de 75 concesionarios y más de 6500 vehículos en stock, ¡somos el grupo líder del sector en vehículos de ocasión! *** Vehículo disponible en nuestro concesionario Flexicar Marbella, Cta. de Cádiz km 183 , Arroyo 2º, P. I. la Ermita, 29603, Marbella, Málaga. Te lo enviamos a cualquier punto de la península y Baleares. Entrega a domicilio. *** Precio al contado: 21.990 €. *** Precio financiado: 18.990 € financiando el 100% del importe (sujeto a condiciones de financiación de las entidades colaboradoras). *** Si tu coche tiene menos de 8 años o lo entregas como parte de pago, tienes asegurada la mejor tasación del mercado. Tásalo ahora en flexicar.es. *** La propuesta integral de Flexicar incluye: todos los trámites vinculados a la compra, seguro en todas sus modalidades, garantía Flexicar Premium y financiación del 100% del importe. *** HORARIO ATENCIÓN TELEFÓNICA: de lunes a sábado, de 9:00 a 20:30; Domingos, de 10:00 a 14:00 y de 16:30 a 20:30. *** Encuentra tu vehículo km 0, seminuevo o de ocasión en la mayor red de concesionarios de España. ¡VEN A VISITARNOS! HORARIO DE APERTURA: de lunes a sábado, de 9:30 a 20:30. *** 14 concesionarios en Madrid: Alcalá de Henares, Alcobendas, Alcorcón, Aravaca, Coslada, Fuenlabrada, Getafe-Fuenlabrada, Las Rozas, Leganés, Móstoles, 2 centros en Rivas Vaciamadrid, San Fernando, San Sebastián de los Reyes. *** 11 concesionarios en Barcelona: Badalona, Badalona 2, Esplugas de Llobregat, Gavá, Granollers, Hospitalet de Llobregat, Mataró, 3 en Sabadell, Viladecans. Y también: A Coruña, Alicante, Almería, Barakaldo, 3 centros en Bilbao, Burgos, Castellón, Córdoba, Elche, Estepona, Girona, 2 centros en Granada, Huelva, Irún, 2 centros en Jaén, La Línea, León, 3 centros en Málaga, Mallorca, Marbella, 2 centros en Murcia, Oviedo, Salamanca, 3 centros en Sevilla, Tarragona, Toledo, Torrevieja, 2 centros en Valencia, V",18990,EUR,Algeciras,2022-10-24,2023-01-25,FLEXICAR L.,"Para Comprar o Vender tu coche, Primero en FLEXICAR.ES. Somos los nº1 con la mayor red de concesionarios de España de vehículos de segunda mano, seminuevos y km 0. Visita nuestra web www.flexicar.es y pide cita en tu concesionario más cercano","Recinto Ferial de Algeciras, Calle Francisco Riera, Urbanización Parque Bolonia, Algeciras, Campo de Gibraltar, Cádiz, Andalucía, 11203, España",11202.0,Algeciras,ES,True,www.flexicar.es,2022-08-02,2023-02-06
